nltk,razdel,segtok,pymorphy,spacy,stanza,moses,ufal
но,лег,,чувствовал,я,даже,вышел,себе
волнение,в,,такого,выйду,после,из,","
и,постель,,презрения,отсюда,сильных,флигеля,как
слезы,",",,к,за,проигрышей,.,теперь
долго,но,,самому,пять,на,Никогда,.
не,волнение,,себе,часов,бирже,в,Придя
давали,и,,",",до,",",другое,домой
ему,слезы,,как,условленного,он,время,","
уснуть,долго,,теперь,срока,не,",",он
...,не,,.,и,чувствовал,даже,лег
На,давали,,Придя,таким,такого,после,в
другой,ему,,домой,образом,презрения,сильных,постель
день,уснуть,,",",нарушу,к,проигрышей,","
утром,...,,он,договор,самому,на,но
прибежали,На,,лег,...,себе,бирже,волнение
бледные,другой,,в,»,",",",",и
сторожа,день,,постель,"
",как,он,слезы
и,утром,,",",Прочитав,теперь,не,долго
сообщили,прибежали,,но,это,.,чувствовал,не
ему,бледные,,волнение,",",Придя,такого,давали
",",сторожа,,и,банкир,домой,презрения,ему
что,и,,слезы,положил,",",к,уснуть
они,сообщили,,долго,лист,он,самому,.
видели,ему,,не,на,лег,себе,.
",",",",,давали,стол,в,",",.
как,что,,ему,",",постель,как,На
человек,они,,уснуть,поцеловал,",",теперь,другой
",",видели,,.,странного,но,.,день
живущий,",",,.,человека,волнение,Придя,утром
во,как,,.,в,и,домой,прибежали
флигеле,человек,,На,голову,слезы,",",бледные
",",",",,другой,",",долго,он,сторожа
пролез,живущий,,день,заплакал,не,лег,и
через,во,,утром,и,давали,в,сообщили
окно,флигеле,,прибежали,вышел,ему,постель,ему
в,",",,бледные,из,уснуть,",",","
сад,пролез,,сторожа,флигеля,.,но,что
",",через,,и,.,.,волнение,они
пошел,окно,,сообщили,Никогда,.,и,видели
к,в,,ему,в,На,слезы,","
воротам,сад,,",",другое,другой,долго,как
",",",",,что,время,день,не,человек
затем,пошел,,они,",",утром,давали,","
куда-то,к,,видели,даже,прибежали,ему,живущий
скрылся,воротам,,",",после,бледные,уснуть,во
.,",",,как,сильных,сторожа,...,флигеле
Вместе,затем,,человек,проигрышей,и,На,","
со,куда-то,,",",на,сообщили,другой,пролез
